Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,BillingAddress,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,ShippingAddress,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId,Annual_Spend__c,Credit_Score__c,Days_Since_Last_Purchase__c,External_Id__c,Transactions__c
00111000028LUYWAA4,,,Partner Referral-00000-379,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYWAA4,,Telecommunications,54997.42,372,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,448.49,142.5,379,17
00111000028LUYXAA4,,,Purchased List-00000-380,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYXAA4,,Construction,33090.37,661,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,156.64,327,380,11
00111000028LUYYAA4,,,Purchased List-00000-381,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYYAA4,,Finance,3239.29,282,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,437.15,385.5,381,12
00111000028LUYZAA4,,,Other-00000-382,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYZAA4,,Telecommunications,9482.85,453,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Other,,,,,,,,,,615.93,93,382,17
00111000028LUYaAAO,,,Other-00000-383,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYaAAO,,Telecommunications,1725.92,321,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Other,,,,,,,,,,387.18,340.5,383,17
00111000028LUYbAAO,,,Phone Inquiry-00000-384,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYbAAO,,Finance,58709.49,220,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,569.04,187.5,384,12
00111000028LUYcAAO,,,Other-00000-385,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYcAAO,,Machinery,35767.46,693,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Other,,,,,,,,,,496.86,93,385,12
00111000028LUYdAAO,,,Partner Referral-00000-386,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYdAAO,,Machinery,36779.31,472,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,392.4,237,386,17
00111000028LUYeAAO,,,Other-00000-387,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYeAAO,,Construction,2551.99,950,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Other,,,,,,,,,,157.55,97.5,387,14
00111000028LUYfAAO,,,Web-00000-388,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYfAAO,,Agriculture,40137.55,365,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Web,,,,,,,,,,122.62,408,388,10
00111000028LUUaAAO,,,Web-00000-127,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUaAAO,,Construction,15979.9,675,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Web,,,,,,,,,,315.35,309,127,11
00111000028LUUbAAO,,,Purchased List-00000-128,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUbAAO,,Construction,60373.95,370,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,550.34,115.5,128,12
00111000028LUUcAAO,,,Purchased List-00000-129,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUcAAO,,Finance,16945.74,64,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,425.9,300,129,19
00111000028LUUdAAO,,,Purchased List-00000-130,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUdAAO,,Agriculture,55731.97,217,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,415.14,205.5,130,18
00111000028LUUeAAO,,,Purchased List-00000-131,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUeAAO,,Machinery,7172.97,521,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,243.18,313.5,131,18
00111000028LUUfAAO,,,Web-00000-132,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUfAAO,,Telecommunications,56895.79,445,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Web,,,,,,,,,,24.15,223.5,132,18
00111000028LUUgAAO,,,Purchased List-00000-133,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUgAAO,,Finance,17477.4,704,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,554.48,102,133,11
00111000028LUUhAAO,,,Web-00000-134,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUhAAO,,Machinery,15757.26,70,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Web,,,,,,,,,,371.66,403.5,134,14
00111000028LUUiAAO,,,Purchased List-00000-153,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUiAAO,,Agriculture,39277.93,205,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,58.67,282,153,21
00111000028LUUjAAO,,,Phone Inquiry-00000-154,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUjAAO,,Agriculture,16703.89,432,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,367.8,363,154,13
00111000028LUUkAAO,,,Web-00000-155,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUkAAO,,Construction,38208.48,567,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Web,,,,,,,,,,325.94,192,155,18
00111000028LUUlAAO,,,Other-00000-156,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUlAAO,,Agriculture,10437.46,631,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Other,,,,,,,,,,372.23,241.5,156,16
00111000028LUUmAAO,,,Partner Referral-00000-157,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUmAAO,,Finance,35778.26,392,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,145.68,399,157,13
00111000028LUUnAAO,,,Purchased List-00000-158,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUnAAO,,Agriculture,36265.31,211,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,455.59,345,158,13
00111000028LUUoAAO,,,Partner Referral-00000-159,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUoAAO,,Finance,47006.41,356,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,429.89,241.5,159,16
00111000028LUUpAAO,,,Other-00000-160,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUpAAO,,Finance,29432.74,453,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Other,,,,,,,,,,197.31,174,160,21
00111000028LUYhAAO,,,Web-00000-390,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYhAAO,,Finance,58717.38,335,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Web,,,,,,,,,,446.7,147,390,17
00111000028LUYiAAO,,,Other-00000-391,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYiAAO,,Machinery,53874.46,585,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Other,,,,,,,,,,226.53,219,391,16
00111000028LUYjAAO,,,Phone Inquiry-00000-392,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYjAAO,,Agriculture,31720.92,532,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,29.78,358.5,392,15
00111000028LUYkAAO,,,Partner Referral-00000-393,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYkAAO,,Finance,8215.65,196,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,23.18,426,393,16
00111000028LUYlAAO,,,Web-00000-394,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYlAAO,,Agriculture,11298.93,589,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Web,,,,,,,,,,53.48,372,394,14
00111000028LUYmAAO,,,Partner Referral-00000-395,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYmAAO,,Agriculture,65144.55,74,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,619.13,61.5,395,10
00111000028LUYnAAO,,,Web-00000-396,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYnAAO,,Machinery,19851.78,776,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Web,,,,,,,,,,29.27,111,396,19
00111000028LUYoAAO,,,Other-00000-397,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYoAAO,,Machinery,46383.67,390,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Other,,,,,,,,,,286.45,354,397,12
00111000028LUYpAAO,,,Purchased List-00000-398,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUYpAAO,,Construction,51811.35,530,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:21.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:22.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,12.27,228,398,18
00111000028LUZ0AAO,,,Partner Referral-00000-399,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZ0AAO,,Machinery,43180.93,201,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,225.2,268.5,399,20
00111000028LUZ1AAO,,,Purchased List-00000-400,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZ1AAO,,Agriculture,50758.69,526,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,163.96,214.5,400,18
00111000028LUZ2AAO,,,Other-00000-401,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZ2AAO,,Telecommunications,12536.78,473,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Other,,,,,,,,,,616.5,205.5,401,13
00111000028LUZ3AAO,,,Partner Referral-00000-402,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZ3AAO,,Agriculture,54169.44,525,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,101.27,214.5,402,18
00111000028LUZ4AAO,,,Phone Inquiry-00000-403,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZ4AAO,,Finance,14268.27,958,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,84.94,129,403,12
00111000028LUZ5AAO,,,Other-00000-404,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZ5AAO,,Machinery,63254.11,754,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Other,,,,,,,,,,135.6,57,404,13
00111000028LUZ6AAO,,,Partner Referral-00000-405,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZ6AAO,,Agriculture,8531.14,801,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,160.36,286.5,405,11
00111000028LUZ7AAO,,,Other-00000-406,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZ7AAO,,Machinery,28871.47,654,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Other,,,,,,,,,,413.17,129,406,17
00111000028LUZ8AAO,,,Phone Inquiry-00000-407,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZ8AAO,,Telecommunications,24574.87,188,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,523.39,151.5,407,20
00111000028LUZ9AAO,,,Other-00000-408,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZ9AAO,,Finance,42775.8,464,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Other,,,,,,,,,,456.26,129,408,18
00111000028LUZAAA4,,,Partner Referral-00000-409,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZAAA4,,Agriculture,58149.73,435,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,30.64,223.5,409,18
00111000028LUZBAA4,,,Other-00000-410,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZBAA4,,Finance,2745.24,73,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Other,,,,,,,,,,204.28,322.5,410,21
00111000028LUZCAA4,,,Purchased List-00000-411,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZCAA4,,Machinery,13303.65,300,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,517.05,322.5,411,14
00111000028LUZDAA4,,,Web-00000-412,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZDAA4,,Finance,67072.84,293,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Web,,,,,,,,,,136.72,313.5,412,14
